num,address,city,type,size,sf_avail,rent
1017,200 Pine Street 200-216 Pine St,San Francisco,Office,"49,463 SF","721 - 7,168",$50.00 SF/Year
1018,333 Pine St,San Francisco,Office,"27,600 SF","3,840 - 8,104",$65.00 SF/Year
1019,870 N Point St,San Francisco,Office,"12,000 SF","1,019",$39.45 SF/Year
1020,229 Polaris Ave,Mountain View,Office,"6,016 SF","1,000",$72.00 SF/Year
1021,455 Portage Ave,Palo Alto,R&D,"12,192 SF","5,935 - 12,192",$75.00 SF/Year
1022,157 W Portal Ave,San Francisco,Office,"4,922 SF","1,000",$39.00 SF/Year
1023,St. Francis Circle Professi… 380 W Portal Ave,San Francisco,Office,"4,000 SF","600 - 2,500",$35.40 - 42.00 SF/Year
1024,801 Portola Dr,San Francisco,Office,"10,181 SF",267 - 812,$47.40 SF/Year
1025,Charing Cross Apartments 891 Post St,San Francisco,Apartments,46 Units,212 - 624,$23.28 - 45.24 SF/Year
1026,20 N Railroad Ave,San Mateo,Warehouse,"21,505 SF","4,038 - 10,164",$21.00 SF/Year
1027,540 Ralston Ave,Belmont,Office,"10,865 SF","1,370",$42.00 SF/Year
1028,636 Ramona Ave,Palo Alto,Office,"4,750 SF","4,750 $102.00",SF/Year
1029,450-460 Ramona St,Palo Alto,Retail,"1,980 SF","1,058",$60.00 SF/Year
1030,Bldg 1 201 Redwood Shores Pky,Redwood City,Office,"144,222 SF","3,470 - 36,150",$35.40 - 75.00 SF/Year
1031,Bldg 2 203 Redwood Shores Pky,Redwood City,Office,"190,348 SF","1,280 - 77,640",$48.00 - 75.00 SF/Year
1032,860 E Remington Dr,Sunnyvale,Office,"8,608 SF","1,500",$48.00 SF/Year
1033,1040 N Rengstorff Ave,Mountain View,Retail,"12,528 SF","1,300 - 4,336",$51.00 SF/Year
1034,716-720 Sacramento St,San Francisco,Office,"17,000 SF","881 - 1,802",$28.68 - 36.00 SF/Year
1035,825 San Antonio Rd,Palo Alto,Office,"6,060 SF",350 - 814,$49.08 - 63.48 SF/Year
1036,960 San Antonio Rd,Palo Alto,Office,"12,512 SF","2,960",$36.00 SF/Year
1037,1785 San Carlos Ave,San Carlos,Office,"8,799 SF","714 - 5,179",$39.00 SF/Year
1038,704-706 N San Mateo Dr,San Mateo,Service,"7,826 SF","1,382",$39.12 SF/Year
1039,851 N San Mateo Dr,San Mateo,Office,"6,500 SF",630,$29.52 SF/Year
1040,Adam Grant Bldg 114 Sansome St,San Francisco,Office,"193,750 SF","3,865 - 80,076",$35.00 - 59.00 SF/Year
1041,Stock Exchange Tower 155 Sansome St,San Francisco,Office,"68,000 SF","1,616",$33.00 SF/Year
1042,220 Sansome Street 220 Sansome St,San Francisco,Office,"63,272 SF","711 - 33,201",$39.00 - 45.00 SF/Year
1043,Bemis Bldg 1050 Sansome St,San Francisco,Office,"31,537 SF","4,041 - 14,158",$29.00 SF/Year
1044,499 Seaport Cir,Redwood City,Office,"9,072 SF","1,478",$39.00 SF/Year
1045,485 Seaport Ct,Redwood City,Office,"1,690 SF","1,690",$39.00 SF/Year
1046,493-495 Seaport Ct,Redwood City,Office,"4,210 SF","685 - 4,210",$39.00 SF/Year
1047,501 Seaport Ct,Redwood City,Office,"8,600 SF","323 - 4,608",$33.00 - 39.00 SF/Year
1048,503 Seaport Ct,Redwood City,Office,"4,175 SF",840,$39.00 SF/Year
1049,425 Sherman Avenue 425 Sherman Ave,Palo Alto,Office,"25,000 SF","1,840",$57.00 SF/Year
1050,949 Sherwood Ave,Los Altos,Office,"4,000 SF","1,280",$45.00 SF/Year
1051,Shorebreeze II 255 Shoreline Dr,Redwood City,Office,"111,317 SF","1,936 - 38,435",$69.00 SF/Year
1052,Shorebreeze I 275 Shoreline Dr,Redwood City,Office,"117,350 SF","1,001 - 28,395",$69.00 SF/Year
1053,701 N Shoreline Blvd,Mountain View,Office,"15,648 SF","1,623 - 7,304",$57.00 SF/Year
1054,Bldg B 883 N Shoreline Blvd,Mountain View,Office,"8,360 SF","831 - 3,411",$39.00 - 42.00 SF/Year
1055,1051-1099 Sneath Ln,San Bruno,Light Distribution,"51,613 SF","3,200 - 14,280",$25.80 SF/Year
1056,1146-1148 Sonora Ct,Sunnyvale,Light Manufacturing,"11,055 SF","2,100",$23.40 SF/Year
1057,2657-2659 Spring St,Redwood City,Office,"5,612 SF","1,242",$30.00 SF/Year
1058,Station Park Green 430 Station Park Cir S100,San Mateo,Apartments,599 Units,"1,095 - 6,941",$48.00 SF/Year
1059,401-415 Stockton St,San Francisco,Office,"23,648 SF","4,000 - 18,174",$29.00 SF/Year
1060,Mandarin Towers 950 Stockton St,San Francisco,Office,"121,176 SF","734 - 4,104",$38.52 - 54.00 SF/Year
1061,55 Sumner St,San Francisco,Office,"1,950 SF","1,950",$45.00 SF/Year
1062,1222-1226 Sutter St,San Francisco,Office,"10,852 SF","4,000",$24.00 SF/Year
1063,830-834 Taraval St,San Francisco,Retail,"4,125 SF","2,200",$24.00 SF/Year
1064,1043 Taraval St,San Francisco,Retail,"3,300 SF",400,$60.00 SF/Year
1065,1100-1102 Taraval St,San Francisco,Retail,"4,800 SF","805 - 1,630",$44.76 SF/Year
1066,435 Tasso St,Palo Alto,Office,"32,128 SF","1,573 - 12,905 $105.00",SF/Year
1067,1075 Terra Bella Ave,Mountain View,Office,"23,347 SF","11,239 - 23,347",$71.40 SF/Year
1068,810-814 Theatre Way,Redwood City,Office,"10,840 SF","564 - 4,281",$54.00 SF/Year
1069,1250 Thomas Ave,San Francisco,Warehouse,"5,000 SF","2,500 - 5,000",$21.60 SF/Year
1070,1111 Triton Dr,Foster City,Office,"10,800 SF","345 - 3,000",$33.00 SF/Year
1071,Shores Center 3 Twin Dolphin Dr,Redwood City,Office,"56,118 SF","1,501 - 33,556",$47.40 SF/Year
1072,333 Twin Dolphin Dr,Redwood City,Office,"183,119 SF","1,724 - 81,716",$67.80 - 69.00 SF/Year
1073,1836-1850 Union St,San Francisco,Retail,"6,207 SF","1,550",$50.28 SF/Year
1074,525 University Ave,Palo Alto,Office,"211,786 SF","$36.00 1,664 - 20,679",- 138.00 SF/Year
1075,540 University Ave,Palo Alto,Office,"15,452 SF","1,344 - 2,928",$39.00 SF/Year
1076,473-475 Valencia St,San Francisco,Retail,"14,400 SF","4,800",$13.20 SF/Year
1077,1200 Van Ness Ave,San Francisco,Office,"122,017 SF","7,381 - 38,381",$24.00 SF/Year
1078,1233-1237 Van Ness Ave,San Francisco,Office,"18,000 SF","900 - 6,900",$30.00 SF/Year
1079,2200 Van Ness Ave,San Francisco,Office,"22,661 SF","6,419",$33.00 SF/Year
1080,251 S Van Ness Ave,San Francisco,Office,"7,620 SF","350 - 3,000",$30.00 SF/Year
1081,Vermont Center Showroo… 121-151 Vermont St,San Francisco,Showroom,"36,100 SF","3,654 - 9,054",$30.00 SF/Year
1082,365 Vermont St,San Francisco,Office,"13,000 SF","5,000 - 13,000",$30.00 SF/Year
1083,555 Veterans Blvd,Redwood City,Office,"10,226 SF","1,459",$42.00 SF/Year
1084,Bay Area Bank Building 900 Veterans Blvd,Redwood City,Office,"55,034 SF","801 - 36,081",$48.00 - 71.40 SF/Year
1085,100 View St,Mountain View,Office,"47,226 SF","3,236 - 47,226",$90.00 SF/Year
1086,550 Washington St,Daly City,Office,"11,400 SF","200 - 1,234",$35.40 SF/Year
1087,Pacific Place 1800 Washington St,San Francisco,Apartments,152 Units,"2,135",$39.00 SF/Year
1088,431 Waverley St,Palo Alto,Office,"15,599 SF","15,599 $119.40",SF/Year
1089,265-275 N Whisman Rd,Mountain View,R&D,"14,400 SF","14,400",$63.00 SF/Year
1090,Building 6 425 N Whisman Rd,Mountain View,Office,"14,592 SF","1,532 - 3,663",$46.20 SF/Year
1091,Linffield Oaks 64 Willow Pl,Menlo Park,Office,"32,201 SF","5,814 - 16,581 $100.20",SF/Year
1092,125 Willow Rd,Menlo Park,Office,"6,250 SF","1,679",$66.00 SF/Year
1093,203 Willow St,San Francisco,Office,"32,301 SF","1,230",$23.52 SF/Year
1094,821 Winslow St,Redwood City,Office,"6,040 SF","6,040",$48.00 SF/Year
1095,889 Winslow St,Redwood City,Office,"75,569 SF","12,732",$81.00 SF/Year
1096,Woodside Corporate Cent… 1733 Woodside Rd,Redwood City,Office,"19,000 SF","1,066",$51.00 SF/Year
1097,1775 Woodside Rd,Redwood City,Office,"22,000 SF","4,977",$51.00 SF/Year
1098,Woodside Road Professio… 1779 Woodside Rd,Redwood City,Office,"15,000 SF","1,032",$35.40 SF/Year
1099,1317 7th Avenue,San Francisco,Office,"3,332 SF","3,332",$46.80 SF/Year
1100,Bldg K/L 877 W Fremont Ave,Sunnyvale,Office,"13,506 SF",904,$35.40 SF/Year
1101,Bldg I 877 W Fremont Ave,Sunnyvale,Office,"5,824 SF","1,127",$35.40 SF/Year
1102,Bldg D 877 W Fremont Ave,Sunnyvale,Office,"5,392 SF","1,602",$35.40 SF/Year
1103,Bldg C 877 W Fremont Ave,Sunnyvale,Office,"5,250 SF","1,185 - 2,918",$35.40 SF/Year
1104,Bldg H 877 W Fremont Ave,Sunnyvale,Office,"5,344 SF","1,055",$35.40 SF/Year
1105,KPMG Building 55 2nd St,San Francisco,Office,"390,000 SF 3,457","- 309,228",Withheld
1106,144-154 2nd St,San Francisco,Office,"30,996 SF","5,166",Withheld
1107,282 2nd St,San Francisco,Office,"28,851 SF","3,455 - 6,910",Withheld
1108,400 2nd St,San Francisco,Office,"88,409 SF","15,848 - 88,409",Withheld
1109,Second Street Square 501 2nd St,San Francisco,Office,"207,809 SF","4,929 - 39,209",Withheld
1110,640 2nd St,San Francisco,Office,"24,096 SF","8,032",Withheld
1111,The Canyon 1011-1023 3rd St,San Francisco,Apartments,283 Units,"1,269 - 12,066",Withheld
1112,2800 3rd St,San Francisco,Warehouse,"37,935 SF","2,792 - 22,664",Withheld
1113,Parallel on Claremont 435 E 3rd Ave,San Mateo,Office,"38,812 SF","7,749 - 39,295",Withheld
1114,Pacific Place 22 4th St,San Francisco,Office,"262,872 SF 10,443","- 220,629",Withheld
1115,Arbello 477 9th Ave,San Mateo,Apartments,120 Units,"4,322 - 27,971",Withheld
1116,132 9th St,San Francisco,R&D,"25,250 SF","8,400 - 25,250",Withheld
1117,The Storek Building 149-155 9th St,San Francisco,Office,"39,425 SF","7,885 - 39,425",Withheld
1118,Common Minna 120-122 10th St,San Francisco,Apartments,12 Units,"1,916",Withheld
1119,151 10th St,San Francisco,Office,"10,737 SF","2,550",Withheld
1120,169-179 11th St,San Francisco,Office,"19,811 SF","5,226 - 10,633",Withheld
1121,Alta Potrero 1301 16th St,San Francisco,Apartments,172 Units,"1,236 - 4,647",Withheld
1122,The Lion Building 2525-2545 16th St,San Francisco,R&D,"177,640 SF","14,092",Withheld
1123,3930-3938 24th St,San Francisco,Retail,"21,552 SF","2,400",Withheld
1124,Bay Park Plaza 1 577 Airport Blvd,Burlingame,Office,"149,327 SF","18,673 - 149,391",Withheld
1125,803 American St,San Carlos,Flex,"9,450 SF","4,700",Withheld
1126,1660 S Amphlett Blvd,San Mateo,Office,"47,186 SF","676 - 9,244",Withheld
1127,1670 S Amphlett Blvd,San Mateo,Office,"47,186 SF","1,891 - 7,071",Withheld
1128,1700 S Amphlett Blvd,San Mateo,Office,"47,520 SF","6,557",Withheld
1129,1710 S Amphlett Blvd,San Mateo,Office,"47,520 SF","603 - 9,935",Withheld
1130,Redwood City Tech Station 500 Arguello St,Redwood City,Office,"97,605 SF","18,917 - 39,226",Withheld
1131,Baywood 333-345 S B St,San Mateo,Flex,"29,402 SF","6,559",Withheld
1132,Baldwin Bldg 201 Baldwin Ave,San Mateo,Office,"23,670 SF","11,835",Withheld
1133,77 Battery St,San Francisco,Office,"16,000 SF","3,000 - 7,000",Withheld
1134,First National Bank of Nor… 130 Battery St,San Francisco,Office,"36,000 SF","1,385 - 11,417",Withheld
1135,275 Battery St,San Francisco,Office,"485,000 SF","1,596 - 166,677",Withheld
1136,Burroughs Bldg 447 Battery St,San Francisco,Office,"30,682 SF","3,518",Withheld
1137,750 Battery St,San Francisco,Office,"106,475 SF","6,576 - 67,318",Withheld
1138,840-848 Battery St,San Francisco,Office,"44,461 SF","17,053 - 44,461",Withheld
1139,940 Battery St,San Francisco,Office,"21,720 SF","2,350 - 13,470",Withheld
1140,Levi's Plaza 1265 Battery St,San Francisco,Office,"86,115 SF","9,994 - 20,187",Withheld
1141,One Bay Plaza 1350 Bayshore Hwy,Burlingame,Office,"194,833 SF","1,414 - 33,296",Withheld
1142,Oritz Building 1555 Bayshore Hwy,Burlingame,Office,"27,600 SF","2,730 - 9,630",Withheld
1143,Hotel Zephyr 250 Beach St,San Francisco,Hotel,361 Rooms,"1,406",Withheld
1144,757 Beach St,San Francisco,Flex,"20,000 SF","10,000 - 20,000",Withheld
1145,781 Beach St,San Francisco,Office,"38,247 SF","2,678 - 24,819",Withheld
1146,891 Beach St,San Francisco,Office,"7,500 SF","7,500",Withheld
1147,85 Bluxome St,San Francisco,Office,"56,845 SF","9,633 - 53,014",Withheld
1148,Menlo Corporate Center 4200 Bohannon Dr,Menlo Park,Office,"45,451 SF","13,322",Withheld
1149,4300 Bohannon Dr,Menlo Park,Office,"63,079 SF","7,589",Withheld
1150,Borel Financial Center 160 Bovet Rd,San Mateo,Office,"76,765 SF","1,792 - 10,782",Withheld
1151,Bradford Professional Co 399 Bradford St,Redwood City,Office,"31,011 SF","10,630",Withheld
1152,434 Brannan St,San Francisco,Office,"25,378 SF","7,835 - 25,378",Withheld
1153,466 Brannan St,San Francisco,Office,"2,730 SF","2,730",Withheld
1154,San Francisco Multimedi… 475 Brannan St,San Francisco,Office,"255,000 SF","16,250 - 132,571",Withheld
1155,808 Brannan St,San Francisco,Office,"61,455 SF","6,754 - 61,455",Withheld
1156,Bldg A 350 Bridge Pky,Redwood City,Office,"27,192 SF","1,858 - 7,103",Withheld
1157,North Park - Bldg 3 75 Broadway,San Francisco,Office,"101,058 SF","1,655 - 49,520",Withheld
1158,1001 Broadway,Millbrae,Office,"16,668 SF","1,170",Withheld
1159,1900 Broadway St,Redwood City,Office,"281,000 SF 13,400","- 281,100",Withheld
1160,Broadway Station 2075 Broadway St,Redwood City,Office,"102,000 SF","17,846",Withheld
1161,15-17 Brush Pl,San Francisco,Flex,"5,200 SF","2,237",Withheld
1162,303 Bryant St,Mountain View,Office,"56,247 SF","10,652 - 56,246",Withheld
1163,340 Bryant St,San Francisco,Office,"65,719 SF","8,364 - 27,893",Withheld
1164,448-450 Bryant St,San Francisco,Office,"21,250 SF","5,750 - 21,250",Withheld
1165,518-526 Bryant St,Palo Alto,Retail,"14,500 SF","3,076",Withheld
1166,539 Bryant St 539 Bryant St,San Francisco,Office,"73,128 SF","4,199 - 24,760",Withheld
1167,The Hamm's Bldg 1550 Bryant St,San Francisco,Office,"184,706 SF","2,075 - 73,583",Withheld
1168,1850 Bryant St,San Francisco,Office,"225,733 SF","17,450 - 187,306",Withheld
1169,Magnolia Place Apartmen… 3322 Buchanan St,San Francisco,Apartments,27 Units,"3,617 - 10,000",Withheld
1170,1 Bush St,San Francisco,Office,"384,458 SF","5,812 - 20,194",Withheld
1171,425 Bush St,San Francisco,Office,"43,000 SF","1,700 - 15,998",Withheld
1172,1465 Bush St,San Francisco,Office,"3,000 SF","2,900",Withheld
1173,250 California Dr,Burlingame,Office,"44,605 SF","12,365",Withheld
1174,20 California St,San Francisco,Office,"59,472 SF","1,785 - 30,207",Withheld
1175,150 California St,San Francisco,Office,"249,960 SF","1,880 - 38,690",Withheld
1176,201 California St,San Francisco,Office,"272,000 SF","2,102 - 201,371",Withheld
1177,255 California St,San Francisco,Office,"188,824 SF","780 - 77,736",Withheld
1178,Historic Union Bank Bldg. 400-430 California St,San Francisco,Office,"295,783 SF","10,559 - 79,801",Withheld
1179,450 California St,San Francisco,Office,"380,199 SF","11,692 - 380,199",Withheld
1180,International Bldg 601 California St,San Francisco,Office,"276,521 SF","150 - 50,205",Withheld
1181,650 California 650 California St,San Francisco,Office,"567,653 SF","3,013 - 162,393",Withheld
1182,800 California St,Mountain View,Office,"27,957 SF","8,863",Withheld
1183,1550 California St,San Francisco,Retail,"9,968 SF","4,984 - 9,968",Withheld
1184,1572-1574 California St,San Francisco,Retail,"8,177 SF","4,088 - 8,177",Withheld
1185,4263-4293 California St,San Francisco,Apartments,6 Units,"1,000",Withheld
1186,341-347 S California Ave,Palo Alto,Retail,"9,568 SF","4,794",Withheld
1187,1117 S California Ave,Palo Alto,Office,"81,282 SF","15,864 - 62,160",Withheld
1188,Deerfield One 4040 Campbell Ave,Menlo Park,Office,"41,482 SF","9,803",Withheld
1189,236-238 Castro St,Mountain View,Office,"6,912 SF","1,000 - 2,000",Withheld
1190,401 Castro St,Mountain View,Office,"31,930 SF","12,821",Withheld
1191,500-508 Castro St,San Francisco,Retail,"8,836 SF","4,000",Withheld
1192,582 Castro St,San Francisco,Retail,"3,834 SF","1,569",Withheld
1193,The Sobrato Building 599 Castro St,Mountain View,Office,"108,973 SF","14,260 - 77,402",Withheld
1194,150 Chestnut St,San Francisco,Office,"36,642 SF","15,303 - 36,642",Withheld
1195,Wells Fargo 2055 Chestnut St,San Francisco,Retail,"11,465 SF","1,870 - 11,465",Withheld
1196,218-220 Clara St,San Francisco,Office,"7,320 SF","1,200",Withheld
1197,San Mateo Square 800 S Claremont St,San Mateo,Office,"27,961 SF","964 - 11,126",Withheld
1198,35 Clement St,San Francisco,Retail,"2,271 SF","1,000 - 2,000",Withheld
1199,360-368 Clementina St,San Francisco,Office,"10,673 SF","2,400 - 9,044",Withheld
1200,345 Convention Way,Redwood City,Office,"17,808 SF","7,334",Withheld
1201,444 De Haro St,San Francisco,Office,"180,748 SF","3,167 - 58,735",Withheld
1202,1010 Doyle St,Menlo Park,Office,"9,672 SF","3,610",Withheld
1203,Bldg B 1090 Dr Maya Angelou Ln,San Francisco,Office,"323,503 SF","1,159 - 22,241",Withheld
1204,117 Easy St,Mountain View,Flex,"14,374 SF","2,907 - 14,374",Withheld
1205,200 El Camino Real,Menlo Park,Office,"33,907 SF","6,506 - 33,907",Withheld
1206,300 El Camino Real,Menlo Park,Office,"95,274 SF","5,884 - 36,514",Withheld
1207,555 El Camino Real,San Carlos,Office,"7,682 SF","4,004",Withheld
1208,811-815 El Camino Real,Menlo Park,Retail,"4,206 SF","1,887 - 3,857",Withheld
1209,863-877 El Camino Real,Menlo Park,Retail,"9,000 SF",885,Withheld
1210,3300 El Camino Real,Palo Alto,Office,"52,611 SF","16,232 - 52,611",Withheld
1211,Westlake Bldg 520 S El Camino Real,San Mateo,Office,"121,320 SF","4,365 - 23,449",Withheld
1212,Borel Estate Bldg 1700 S El Camino Real,San Mateo,Office,"77,715 SF","1,253 - 14,847",Withheld
1213,2600 S El Camino Real,San Mateo,Office,"43,455 SF","4,851 - 17,741",Withheld
1214,412 W El Camino Real,Mountain View,Office,"8,426 SF","8,426",Withheld
1215,Audiffred Bldg 100 Embarcadero,San Francisco,Office,"25,276 SF","4,942 - 16,566",Withheld
1216,Four Embarcadero Center 4 Embarcadero Ctr,San Francisco,Office,"945,594 SF","2,028 - 113,992",Withheld
1217,Three Embarcadero Ctr,San Francisco,Office,"786,411 SF","1,840 - 331,568",Withheld
1218,1717 Embarcadero Road 1717 Embarcadero Rd,Palo Alto,Office,"16,334 SF","4,140",Withheld
1219,625-631 Emerson St,Palo Alto,Office,"10,264 SF","1,993 - 3,987",Withheld
1220,51 Federal St,San Francisco,Office,"26,490 SF","837 - 2,805",Withheld
1221,Fell Street Apartments 280 Fell St,San Francisco,Apartments,33 Units,"7,700",Withheld
1222,The Ferry Building 1 Ferry Building,San Francisco,Office,"268,018 SF",69 - 138,Withheld
1223,Filbert Landing 201 Filbert St,San Francisco,Office,"43,000 SF","5,150 - 17,092",Withheld
1224,1406-1490 Fillmore St,San Francisco,Office,"66,500 SF","1,519 - 7,847",Withheld
1225,The Fillmore Center 1475 Fillmore St,San Francisco,Apartments,"1,114 Units","685 - 26,328",Withheld
1226,100 First 100 First St,San Francisco,Office,"480,457 SF","376 - 134,165",Withheld
1227,1061 Folsom St,San Francisco,Office,"9,961 SF","5,500",Withheld
1228,1275 Folsom St,San Francisco,Office,"8,000 SF","1,500 - 3,000",Withheld
1229,45 Fremont 45 Fremont St,San Francisco,Office,"692,000 SF","7,347 - 325,762",Withheld
1230,50 Fremont St,San Francisco,Office,"881,252 SF","1,684 - 611,562",Withheld
1231,747 Front St,San Francisco,Office,"81,415 SF","19,807",Withheld
1232,630 Gateway Blvd,South San Francisco,R&D,"50,160 SF","7,443",Withheld
1233,701 Gateway Blvd,South San Francisco,Office,"170,862 SF","2,597 - 141,391",Withheld
1234,Building 2 at Alexandria Te… 951 Gateway Blvd,South San Francisco,Office,"59,816 SF","8,250",Withheld
1235,2700 Geary Blvd,San Francisco,Office,"15,000 SF","6,500",Withheld
1236,3738 Geary Blvd,San Francisco,Retail,"5,792 SF",995,Withheld
1237,450-454 Geary St,San Francisco,Office,"12,569 SF","1,256 - 4,692",Withheld
1238,456-466 Geary St,San Francisco,Office,"20,295 SF","1,292 - 6,285",Withheld
1239,1007-1009 General Kennedy Ave,San Francisco,Office,"42,000 SF","4,000 - 18,977",Withheld
1240,4 Embarcadero Place 2400 Geng Rd,Palo Alto,Office,"51,963 SF","2,643 - 12,373",Withheld
1241,The Presidio 1169 Gorgas Ave,San Francisco,Retail,"11,995 SF","3,671",Withheld
1242,One Hundred Grand 100 Grand Ln,Foster City,Apartments,166 Units,"1,131 - 2,381",Withheld
1243,Hastings Building 200-214 Grant Ave,San Francisco,Office,"35,285 SF","544 - 14,700",Withheld
1244,The Crossroads III 1855 S Grant St,San Mateo,Office,"67,796 SF","13,484 - 67,800",Withheld
1245,The Crossroads II 1875 S Grant St,San Mateo,Office,"175,905 SF","1,138 - 74,086",Withheld
1246,25-35 Grove St,San Francisco,Office,"12,846 SF","150 - 1,800",Withheld
1247,300 Hamilton Ave,Palo Alto,Office,"39,290 SF","6,096 - 27,111",Withheld
1248,400 Hamilton Ave,Palo Alto,Office,"97,000 SF","2,975 - 44,410",Withheld
1249,Clocktower Square 620 Hansen Way,Palo Alto,Office,"9,234 SF","9,234",Withheld
1250,600 Harrison St,San Francisco,Office,"219,000 SF","12,226 - 95,392",Withheld
1251,645 Harrison St,San Francisco,Office,"159,656 SF","5,600 - 63,310",Withheld
1252,933 Harrison St,San Francisco,Warehouse,"6,200 SF","2,000 - 6,200",Withheld
1253,Hawthorne Plaza 75 Hawthorne St,San Francisco,Office,"343,565 SF","8,753 - 28,742",Withheld
1254,989 E Hillsdale Blvd,Foster City,Office,"145,000 SF","5,333 - 34,834",Withheld
1255,1065 E Hillsdale Blvd,Foster City,Office,"115,600 SF","550 - 92,686",Withheld
1256,260 Homer Ave,Palo Alto,Office,"46,858 SF","6,307",Withheld
1257,300 Hope St,Mountain View,Office,"22,357 SF","1,453 - 22,357",Withheld
1258,988 Howard Ave,Burlingame,Office,"26,581 SF","12,872",Withheld
1259,Borel Bldg II 180-182 Howard St,San Francisco,Office,"211,146 SF","7,274 - 71,747",Withheld
1260,Foundry Square III 505 Howard St,San Francisco,Office,"307,000 SF","5,660 - 89,211",Withheld
1261,577 Howard St,San Francisco,Office,"7,700 SF","2,000",Withheld
1262,631 Howard St,San Francisco,Office,"108,785 SF","8,052 - 42,349",Withheld
1263,875 Howard 875 Howard St,San Francisco,Office,"188,252 SF","5,931 - 128,802",Withheld
1264,957 Industrial Rd,San Carlos,R&D,"21,775 SF","18,454",Withheld
1265,1411-1417 Irving St,San Francisco,Retail,"4,538 SF","1,385",Withheld
1266,2340-2380 Irving St,San Francisco,Office,"46,836 SF","437 - 5,166",Withheld
1267,292-296 Ivy St,San Francisco,Office,"41,891 SF","1,471 - 5,892",Withheld
1268,200-220 Jackson St,San Francisco,Office,"24,888 SF","2,732",Withheld
1269,244 Jackson St,San Francisco,Office,"30,087 SF","3,725 - 26,844",Withheld
1270,412-414 Jackson St,San Francisco,Office,"22,716 SF","4,144",Withheld
1271,490 Jefferson St,San Francisco,Office,"4,700 SF","1,268 - 3,359",Withheld
1272,Henry Doelger Building 320-330 Judah St,San Francisco,Office,"11,509 SF","1,426",Withheld
1273,222-224 Kearny St,San Francisco,Office,"169,024 SF","2,086 - 88,480",Withheld
1274,325-329 Kearny St,San Francisco,Retail,"4,287 SF","1,300 - 2,600",Withheld
1275,333-343 Kearny St,San Francisco,Office,"25,600 SF","2,969",Withheld
1276,550 Kearny Street 550 Kearny St,San Francisco,Office,"196,438 SF","2,128 - 218,246",Withheld
1277,290 King St,San Francisco,Office,"64,800 SF","3,751",Withheld
1278,The Nest 200 Lathrop St,Redwood City,Office,"117,000 SF","4,000 - 79,618",Withheld
1279,Bldg C One Letterman Dr,San Francisco,Office,"221,668 SF","8,489",Withheld
1280,1016 Lincoln Blvd,San Francisco,Office,"15,918 SF","1,566 - 4,718",Withheld
1281,Lincoln Center 101 Lincoln Centre Dr,Foster City,Office,"113,465 SF 18,000","- 108,000",Withheld
1282,Building B 500 Lincoln Centre Dr,Foster City,R&D,"180,000 SF","4,000 - 24,000",Withheld
1283,155 Linfield Dr,Menlo Park,Office,"26,210 SF","12,165 - 25,320",Withheld
1284,2200-2218 Lombard St,San Francisco,Retail,"9,400 SF","1,010 - 5,760",Withheld
1285,2424 Lombard St,San Francisco,Office,"3,337 SF","3,337",Withheld
1286,80 Maiden Ln,San Francisco,Retail,"3,237 SF","1,079 - 2,158",Withheld
1287,135 Main St,San Francisco,Office,"257,831 SF","3,329 - 88,725",Withheld
1288,Brugger Plaza 260 Main St,Redwood City,Office,"17,352 SF","1,882 - 4,441",Withheld
1289,1201 Main St,Redwood City,Office,"107,212 SF","4,328 - 107,212",Withheld
1290,The Loft 1301 Main St,Redwood City,Office,"155,700 SF","1,400 - 128,200",Withheld
1291,8000 Marina Blvd,Brisbane,Office,"201,861 SF","5,438 - 52,479",Withheld
1292,One Maritime Plaza 1 Maritime Plz,San Francisco,Office,"615,957 SF","10,926 - 44,422",Withheld
1293,425 Market 425 Market St,San Francisco,"Office 1,030,017","SF 6,540","- 298,556",Withheld
1294,525 Market St,San Francisco,"Office 1,103,037",SF,"1,210 - 310,581",Withheld
1295,The Chancery 562-566 Market St,San Francisco,Office,"65,233 SF","541 - 2,384",Withheld
1296,731 Market St,San Francisco,Office,"92,356 SF","10,125 - 87,851",Withheld
1297,735 Market St,San Francisco,Office,"59,300 SF","3,056 - 7,479",Withheld
1298,Humboldt Bank Building 785 Market St,San Francisco,Office,"93,455 SF","1,136 - 31,902",Withheld
1299,California Savings Bldg 800-830 Market St,San Francisco,Office,"47,494 SF","4,593 - 24,508",Withheld
1300,923 Market St,San Francisco,Retail,"12,100 SF","2,500 - 10,000",Withheld
1301,929-931 Market St,San Francisco,Office,"34,000 SF","2,500 - 10,000",Withheld
1302,988 Market Street 982-998 Market St,San Francisco,Office,"112,372 SF","1,035 - 8,963",Withheld
1303,1017-1019 Market St,San Francisco,Office,"78,869 SF","7,317 - 78,869",Withheld
1304,1133-1139 Market St,San Francisco,Apartments,31 Units,"7,355",Withheld
1305,1455 Market 1455 Market St,San Francisco,"Office 1,026,000",SF,"2,787 - 595,188",Withheld
1306,1740-1770 Market St,San Francisco,Retail,"25,108 SF","1,249 - 16,835",Withheld
1307,1745 Market St,San Francisco,Apartments,62 Units,"2,842",Withheld
1308,2241-2243 Market St,San Francisco,Office,"3,520 SF","1,778",Withheld
1309,770 Marshall St,Redwood City,Office,"9,121 SF","3,745",Withheld
1310,The Presidio 1188 Mason St,San Francisco,Warehouse,"12,500 SF","2,282",Withheld
1311,2600 Mcallister St,San Francisco,Retail,"3,856 SF","1,200",Withheld
